弹性负载均衡是否需要手动申请IP？	弹性负载均衡的IP为在创建过程中自动分配的，不需要进行手动申请。
什么是桶？	什么是桶？显示一般性问题什么是桶？什么是桶？是OBS中存储对象的容器。对象存储提供了基于桶和对象的扁平化存储方式，桶中的所有对象都处于同一逻辑层级，去除了文件系统中的多层级树形目录结构。对象存储服务设置有三类存储类别，分别为：标准存储、低频访问存储、归档存储，从而满足客户业务对存储性能、成本的不同诉求。创建桶可以指定桶的存储类别。OBS中的每个对象与其所属桶的存储类别相同。详情请参见存储类别简介在OBS中，桶名必须是全局唯一的且不能修改，即用户创建的桶不能与自己已创建的其他桶名称相同，也不能与其他用户创建的桶名称相同。每个桶在创建时都会生成默认的桶ACL，桶ACL列表的每项包含了对被授权用户授予什么样的权限，如读权限、写权限、完全控制权限等。用户只有对桶有相应的权限，才可以对桶进行操作，如创建、删除、显示、设置桶ACL等。一个用户最多可创建100个桶，但每个桶中存放的对象的数量和大小总和没有限制，用户不需要考虑数据的可扩展性。
我申请的裸金属服务器是否在同一子网？	由于您可以自定义网络，所以裸金属服务器是否在一个子网，完全由您来控制。
哪些服务可以使用Anti	仅支持对公有云内的弹性云服务器和弹性负载均衡提供流量清洗功能。
屏幕共享了，与会者看不到屏幕	网络问题：查看共享者的带宽情况，共享端第一帧比较大。如果用户的网络很差，在8秒内无法传完这帧的数据，则会被抛弃并重新生成关键帧，如果持续不能上传，则会导致对方看不到。
什么是数据卷？	数据卷是指将宿主机节点的某个绝对路径挂载到容器的某个路径，与Docker命令的参数效果相同，通过挂载可以实现宿主机和容器之间的共享。下面的Docker命令启动一个名称为frontend的容器，将宿主机的目录挂载到容器的目录中。在CCE中，您可以在使用图形化编排工具的时候设置挂载点，将宿主机的目录挂载到容器中。
如何创建和连接ECS	创建ECS，请参见弹性云服务器用户指南中的购买弹性云服务器该ECS用于连接RDS实例，需要与准备使用的RDS实例处于同一VPC内。正确配置安全组，使得ECS可以通过连接地址访问RDS实例。连接ECS，请参见弹性云服务器用户指南登录弹性云服务器的内容。
什么是调度策略？	根据应用的部署特性，平台把应用拆解成最小的部署实例，应用调度器实时监控应用的实例信息，当发现有新的pod产生需要调度的时候就会对集群中所有的剩余资源计算、存储、网络进行计算，最后得出最适合的调度目标节点。平台支持多种调度算法，包括：应用和节点之间的亲和性调度、应用间的亲和反亲和调度。
弹性负载均衡分配的公网IP是否为独占？	在您购买使用ELB服务的整个生命周期内，该服务地址都是由您所购买的服务独占的。
已删除的裸金属服务器是什么意思？	这是一种裸金属服务器的中间状态。说明服务器已被正常删除，在该状态下的裸金属服务器，不能对外提供业务，将会在短时间内从系统中彻底清除。
我可以通过哪些管理工具使用OBS？	我可以通过哪些管理工具使用OBS？显示一般性问题我可以通过哪些管理工具使用OBS？我可以通过哪些管理工具使用OBS？管理控制台对象存储服务在Portal中与云服务的其它服务产品共同提供Web版的用户统一自服务控制台，用户在统一自服务控制台内可以完成云服务中包括云存储在内各项产品的自服务操作。客户端您可以安装OBS管理客户端软件，通过客户端软件管理OBS中存储的资源。OBS客户端软件包集成在OBS管理控制台中，登录OBS管理控制台，在OBS管理控制台主界面单击下载OBS客户端您可以通过调用简单的RESTAPI接口来访问管理数据。
什么是镜像？	镜像是一个模板。例如，一个Docker镜像可以包含一个完整的ubuntu操作系统环境，里面仅安装了用户需要的应用程序及其依赖文件。Docker镜像用于创建Docker容器。Docker本身提供了一个简单的机制来创建新的镜像或者更新已有镜像，您也可以下载其他人已经创建好的镜像来使用。镜像分为示例镜像、我的镜像和Docker官方镜像。示例镜像为CCE服务内置示例镜像，任何用户均可使用。我的镜像为CCE镜像仓库中的镜像，为私有镜像。私有镜像是由用户上传的仅供个人使用的个人镜像。官方镜像为第三方公共仓库中的镜像。CCE支持从第三方公共仓库中下载使用镜像。
通信平台云提供哪些能力？	语音能力提供网络直拨及会议的语音通话能力，抗丢包能力强，语音效果好。视频能力提供点对点视频通话和视频会议能力，实现类面对面的沟通，视频分辨率支持从低分辨率视频到高清视频可调节。由于受到互联网网络的影响，用户侧网络的复杂情况，存在视频无法建立或视频不清晰情况。协作能力提供文档共享格式、电子白板标注和查看、屏幕共享共享屏幕和远程控制等能力，实现实时互动交流。开发包提供Windows平台SDK，并提供丰富的代码样例、开发Demo等，最少仅仅开发几行代码就可以快速体验云端高质服务。
DES服务如何确保上传的数据和我的服务单相匹配不会出错？	用户提交数据快递服务申请后，系统会生成磁盘签名文件，磁盘签名文件是服务单中磁盘的唯一标识，需要将其存放入磁盘根目录且不对其加密，然后将磁盘寄送到华为数据中心。华为数据中心管理员收到磁盘后直接将磁盘挂载到物理服务器上，系统会自动判断用户申请单中的信息与磁盘信息是否准确对应，磁盘信息匹配成功后，用户需填写AK和加密密钥触发数据开始自动上传，数据上传过程中均无任何人工干预，以此来避免人为误操作。
如何调用短信业务API？	操作步骤使用已注册的帐号登录华为云网站：选择产品云通信消息短信，申请公测后，开通消息短信服务。在消息短信服务管理控制台，单击登录开发者Portal，根据帮助中心提供的接口文档完成相应的应用开发，调用短信业务API。
MRS有哪些特点和优势？	的主要特点和优势在于：易用提供Hadoop、Spark、SparkSQL、HBase和Hive能力，全流程统一的SQL交互接口使得大数据开发变得更加简单。低成本免运维，计算和存储分离，计算的集群可以按需创建，作业运行结束就可以释放集群。稳定您用于调试和监视集群的时间将更少，服务可用性高，数据可靠性高开放积极拥抱开源大数据生态，兼容开源，易于与其他服务对接，提供RESTAPI、JDBC等多种使用方式。
软件开发云中免费额度的使用期限有多久？	软件开发云中的免费额度没有使用期限，只要使用量没有超出额度，就可以一直免费使用。
专属云如何计费？	专属云服务不同于其他服务，需要开通后才能使用。已经开通专属云服务的用户，可以通过包年的方式购买设备节点资源。专属云内支持按需购买云服务器，计算资源不计费，使用用户已申请的设备节点剩余的计算资源。云服务器内云硬盘及弹性IP按需计费。按需购买云服务器时，云硬盘及弹性IP等的按需费用会比包周期的费用偏高，如果您长期使用云服务器，建议您先在云硬盘及VPC处包周期购买云硬盘及弹性IP，再根据需要将云硬盘及弹性IP绑定在按需创建的云服务器上。
每个用户可以创建多少个主题？	公测期间，每个用户可以最多创建3000个主题。每个用户可以最多创建3000个主题。
如何修改Linux弹性云服务器网卡的MTU值?	最大传输单元是指一种通信协议的某一层上所能通过的最大数据报大小，取值范围1280，以字节为单位。以密集存储型弹性云服务器为例，针对SUSE、CentOS和Ubuntu操作系统，介绍Linux弹性云服务器网卡的MTU值的修改方法。操作系统以操作系统SUSEEnterpriseLinuxServer11SP364bit为例，具体操作如下：使用管理员帐号登录弹性云服务器，执行命令切换至root用户。执行命令，查看IP地址绑定的网卡。执行以下命令，打开文件说明：表示中查询到的IP地址绑定的网卡，如eth0。
误删了的数据能否找回？	误删了的数据能否找回？显示安全性误删了的数据能否找回？误删了的数据能否找回？建议启用版本控制功能，不带版本号删除对象仅产生一个带唯一版本号的删除标记，并不删除对象，从而可以找回数据。如果未启用版本控制功能，或启用该功能后指定版本号删除了对象，OBS将彻底删除这些数据，将无法找回。
什么是环境变量？	环境变量是指容器运行环境中设定的一个变量，您可以在创建容器模板时设定不超过30个的环境变量；环境变量可以在应用部署后修改，为应用提供极大的灵活性。
PC客户端接入会议时连接服务器失败？	会议时连接服务器失败？通过邮件链接单击加入会议进行入会时，选择使用本地耳麦和摄像头可以入会，但选择使用本地客户端时无法入会。需要修改会控参数，在PC客户端安装路径下如安装在C盘，则路径为找到config，用记事本打开，将会控参数中的修改为即可。
使用云服务器备份服务恢复数据时，需要停止云服务器吗？	恢复数据时系统会关闭云服务器，待数据恢复后系统会自动启动云服务器。如果取消勾选恢复后立即启动云服务器，则需要用户手动启动云服务器。
一般性问题	显示一般性问题一般性问题
文件系统数据持久度如何？	文件系统设计可达99个9的数据持久度，通过对象存储方式保障数据安全、完整。
如何使用CloudIDE？	是面向软件开发者的云端开发环境，支持在云端创建工作空间，在线编写代码、智能提示、代码调试、代码检视、代码提交、配合代码检查修改代码缺陷、代码片段示例代码搜索等功能。
没有我要的操作系统镜像，怎么办？	如果没有你所需要的镜像文件，可拨打免费客服电话4000咨询或者邮件至hwclouds邮箱。
如何选择地域？	地域是一个地理区域的概念。我国地域面积广大，由于带宽的原因，不可能只建设一个数据中心为全国客户提供服务。因此，我们根据地理区域的不同将全国划分成不同的地域。选择地域时通常根据就近原则进行选择，例如您或者您的客户在北京，那么您可以选择华北服务区，这样可以减少访问服务的网络时延，提高访问速度。
如何使用发布管理？	发布管理是面向软件开发者提供软件发布管理的云服务，提供软件仓库、软件发布、发布包下载、上传、发布包元数据管理等功能，通过安全可靠的软件仓库，实现软件包版本管理，提升发布质量和效率，实现产品的持续发布。
支持何种代码开发的作业？	只支持使用SQL语句开发作业。
软件开发云中项目用户如何管理企业成员？	前提条件已经注册华为云用户即企业管理员
集群支持提交哪些形式的Spark作业？	当前在MRS页面，集群支持提交Spark、SparkScript和SparkSQL形式的Spark作业。
DES最多支持传输多少数据？	使用DES传输的数据最终存储在对象存储服务中。OBS服务的容量可无限扩展，用户只需尽情享用云存储带来的无限空间，无需担心传输过多的数据而无处存放。
用户平时需要关注实例的哪些性能指标	用户需要关注的监控指标有：CPU利用率、内存利用率、磁盘空间利用率。可以根据实际应用场景配置告警提示，当收到告警，可采取相应措施消除告警。配置示例如果在某段时间内如5min，CPU的利用率出现多次如3次不低于某特定值如90的情况，则发出相应CES告警。如果在某段时间内如5min，内存的利用率出现多次如4次不低于某特定值如90的情况，则发出相应CES告警。如果在某段时间内如5min，磁盘的使用率出现多次如5次不低于某特定值如85的情况，则发出相应CES告警。说明：告警详细配置方法，详见云监控服务用户指南告警规则管理
DES如何保证我的数据不会被盗用？	支持用户使用第三方工具Truecrypt对数据进行加密后再传输，确保邮寄途中的数据安全。数据上传需要由您手工数据AK和加密密钥自动触发，全程无人接触密钥和数据。通过DES传输的数据最终保存在对象存储服务OBS中，OBS服务将数据分片随机存储在不同硬盘上，即使整块硬盘被盗走也无法恢复成完整数据。
已删除的弹性云服务器可以再开通吗？	已删除的弹性云服务器在管理控制台的弹性云服务器列表中只会停留较短时间，系统稍后便会将其彻底清除，因此不可以用来恢复系统和数据。您可以再次购买同样规格的弹性云服务器。
哪些云服务使用KMS加密数据？	对象存储服务和镜像服务借助KMS服务实现了加密特性。
没有对云服务器进行相关预置操作会带来什么影响？	如果您没有将云服务器网卡配置成DHCP，或者没有删除残留的udev规则。那么，通过镜像文件注册的私有镜像所创建出的云服务器仍和源镜像文件中的配置保持一致，或者出现云服务器的网卡不从eth0开始的情况。此时，您需要通过云服务器的远程登录功能对云服务器再次进行手动配置。如果用于创建您的Linux云服务器的镜像没有提前进行手动配置，在创建Linux云服务器过程中可能会导致以下三种情况出现。无法实现自定义密码注入。无法注入证书。无法实现其他可能的云服务器自定义配置。如果您没有清理文件中对用户磁盘的自动挂载检测相关信息，可能会导致创建出来的云服务器在启动时出现异常。
如何给弹性云服务器挂载新的磁盘？	请登录管理控制台，选择云硬盘，申请云硬盘并绑定给云服务器。
攻击事件能否及时通知？	可以。告警通知设置界面开启告警通知后，在受到DDoS攻击时用户会收到报警信息短信或邮件提醒
可以在OBS上托管我的静态网站吗？	可以在OBS上托管我的静态网站吗？显示静态网站托管可以在OBS上托管我的静态网站吗？可以在OBS上托管我的静态网站吗？存储类别为标准和低频访问的桶支持静态网站托管。用户可以通过OBS管理控制台将自己的桶配置成静态网站托管模式，当客户端通过桶的website接入点访问桶内的对象资源时，浏览器可以直接解析出这些网页资源，呈现给最终用户。
无法访问机器学习服务实例时怎么处理？	检查原因请检查MLS实例状态是否正常。如果是在互联网环境无法连接，还需要检查以下可能导致异常的原因：用户网络是否与互联网可以正常连通。用户网络防火墙策略是否限制了访问。用户网络是否需要通过代理才能访问互联网。请联系网络管理员解决。
弹性文件服务支持哪些访问协议？	弹性文件服务支持标准的NFSv3协议，实现文件共享功能。
什么是云目录服务？	云目录服务是一个对可在华为云上进行部署的IT服务进行集中管理、分配和使用的服务。云目录服务的用户分为管理员和最终用户。利用云目录服务，管理员可以集中管理和部署IT服务，并将资源合理、有效、高效地分配给需要的最终用户。同时让最终用户能够快速查找和启用其需要的、已获批准的IT服务，简化部署和整合IT服务的成本。云目录服务的基本组成部分有：产品、产品组合、版本、授权、约束、产品实例、配额管理。云目录服务的架构如图1所示。图1云目录服务架构点击放大
磁盘签名文件有什么作用？	磁盘签名文件是服务单中磁盘的唯一标识，需要将其存放入磁盘根目录且不对其加密，然后将磁盘寄送到华为数据中心。华为数据中心管理员收到磁盘后直接将磁盘挂载到物理服务器上，系统会根据磁盘签名文件自动匹配磁盘与服务单，避免人工干预带来的误操作。
用户短信直发的限制是什么？	短信直发时，同一个手机号码限制一小时内最多发送10条短信，一天最多发20条短信。向主题发布消息时则没有限制。
如何使用测试管理？	测试管理是面向软件开发者提供的一体化测试管理云服务，覆盖测试需求、用例管理、测试任务管理、缺陷管理，多维度评估产品质量，帮助用户高效管理测试活动，保障产品高质量交付。
如何使用机器学习服务？	机器学习服务的基本使用流程如图1所示：图1基本使用流程点击放大
OBS可以用于哪些场景？	可以用于哪些场景？显示一般性问题可以用于哪些场景？可以用于哪些场景？主要面向以下几类应用场景提供存储服务：存储类别适用场景场景描述标准存储大数据分析大数据应用例如基因、财务、气象、广告等直接通过Internet将文件、图片、视频直接存入OBS。原生云应用程序数据提供高性能、高可用性存储服务，移动和互联网应用程序从而能够使用高扩展和低成本和高效的存储服务。利用OBS使用任意量的数据，并在任何位置访问内容。低频访问存储静态网站托管网站经营者或个人网站发布者，将OBS作为静态网站托管资源池，在将静态网页上传到OBS后，通过设置网站功能，托管整个静态网站，并且通过CDN进行数据快速分发。备份活跃归档提供了高持久性、高扩展性以及安全的解决方案来备份和归档用户的关键数据。用户可以使用OBS的版本控制功能为存储的数据提供进一步的保护。高持久性、安全的基础设施旨在提供高级数据保护的稳固灾难恢复解决方案，支持第三方备份和归档软件，如：CommVault、NBU等。其他服务场景如镜像服务IMS、云硬盘备份VBS、RDS数据库等服务，使用OBS作为各自服务的存储资源池或备份存储等。归档存储深度冷归档用户的数据需要长期备份，如存储几个月，乃至几年，并对延时不敏感的数据，如果用户提取数据时能够容忍小于12小时的时间延迟就可以考虑使用归档存储产品。
Anti	提供针对以下攻击的防护：攻击、CC攻击、慢速连接类攻击、UDP攻击、ACKFlood攻击、TCP类攻击等DDoS攻击。
一个应用软件是否可以将应用软件中不同的部件分散部署到不同的地域？	可以，但是不建议这种部署方式。建议将一个应用软件内的不同部件部署到同一个地域，这样不同部件之间的通信可以采用内网网络通信，既可以节省因采用公网网络通信带来的带宽费用，又可以保证不同部件之间的网络通信质量。
消息的长度限制是多少?	每条消息的大小不超过512KB包括消息体和消息属性
如何保证节点缓存数据的更新和同步？	节点的缓存内容不是实时更新的，只有当缓存内容到期后才能回源拉取最新的内容。您可以通过设置缓存过期时间规则或者提交刷新请求来实现缓存内容的更新。
什么是弹性伸缩？	弹性伸缩服务是根据用户的业务需求，通过策略自动调整其业务资源的服务，简称弹性伸缩或AS。您可以根据业务需求自行定义伸缩配置和伸缩策略，降低人为反复调整资源以应对业务变化和高峰压力的工作量，帮助您节约资源和人力成本。典型的弹性伸缩活动如图1所示。图1弹性伸缩图例点击放大
项目管理各角色类型对应的操作权限是什么？	针对项目下资源，项目管理中用户的角色类型及对应的操作权限说明，如表1所示。表1角色类型及操作权限角色操作迭代工作项文档管理百科管理项目设置基本信息通知模块领域成员项目创建者全部权限：创建、删除迭代；修改、查看迭代详情管理项目下的所有工作项：创建、修改、删除、查看工作项以及自定义工作项的模板评论、搜索、过滤工作项添加、修改标签导入、导出工作项创建子工作项删除Epic管理项目下的所有文档，包括创建、修改、删除、查看目录上传、下载、删除文件管理项目下的所有词条，包括：创建、查看、编辑、删除、搜索、筛选词条移动词条分类设置栏目编辑布局管理项目下的所有成员，包括添加、删除、修改项目成员、修改成员角色。删除项目修改项目基本信息设置消息通知配置项目的模块配置项目的领域项目经理全部权限：创建、删除迭代；修改、查看迭代详情管理项目下的所有工作项：创建、修改、删除、查看工作项以及自定义工作项的模板评论、搜索、过滤工作项添加、修改标签导入、导出工作项创建子工作项删除Epic管理项目下的所有文档，包括创建、修改、删除、查看目录上传、下载、删除文件管理项目下的所有词条，包括：创建、查看、编辑、删除、搜索、筛选词条移动词条分类设置栏目编辑布局管理项目下的所有成员，包括添加、删除、修改项目成员。修改非项目经理成员角色。修改项目基本信息设置消息通知配置项目的模块配置项目的领域测试经理全部权限：创建、删除迭代；修改、查看迭代详情管理项目下的所有工作项：创建、修改、删除、查看工作项以及自定义工作项的模板评论、搜索、过滤工作项添加、修改标签导入、导出工作项创建子工作项删除Epic查看项目下的所有文档。增加、删除、修改自己上传的文档。查看、编辑项目下的所有词条，可增加、删除、修改自己发布的词条。管理项目下的测试人员和浏览者，包括添加、修改和删除。修改项目基本信息设置消息通知配置项目的模块配置项目的领域开发人员创建、查看工作项修改自己的工作项评论、搜索、过滤工作项添加、修改标签导入、导出工作项创建子工作项修改自己创建的Epic详情查看项目下的所有文档。创建、修改、删除、查看自己的目录上传、下载、删除、移动自己的文件修改自己的文件详情查看、编辑项目下的所有词条，可增加、删除、修改自己发布的词条。查看项目成员测试人员创建、查看工作项修改自己的工作项评论、搜索、过滤工作项添加、修改标签导入、导出工作项创建子工作项修改自己创建的Epic详情查看项目下的所有文档。创建、修改、删除、查看自己的目录上传、下载、删除、移动自己的文件修改自己的文件详情查看、编辑项目下的所有词条，可增加、删除、修改自己发布的词条。查看项目成员浏览者创建、查看工作项修改自己的工作项评论、搜索、过滤工作项添加、修改标签导入、导出工作项创建子工作项修改自己创建的Epic详情查看项目下的所有文档。创建、修改、删除、查看自己的目录上传、下载、删除、移动自己的文件修改自己的文件详情查看、编辑项目下的所有词条，可增加、删除、修改自己发布的词条。查看项目成员
华为云帮助中心	特殊类型的弹性云服务器仅支持特定的操作系统类型，如果镜像的操作系统不匹配，则由该镜像创建的弹性云服务器将无法正常使用，详情请参考弹性云服务器用户指南特殊弹性云服务类型与操作系统版本的关系如表1所示。未列举出来的弹性云服务器类型支持的操作系统与公共镜像列表保持一致。表1特殊弹性云服务器类型与支持的操作系统版本弹性云服务器类型支持的操作系统版本优化型优化型密集存储型高计算型
我可以使用多版本控制做什么？	我可以使用多版本控制做什么？显示多版本控制我可以使用多版本控制做什么？我可以使用多版本控制做什么？开启多版本控制后：上传对象时，OBS自动为每个对象创建唯一的版本号。上传同名的对象将以不同的版本号同时保存在OBS中。可以指定版本号下载对象，不指定版本号默认下载最新的对象。如果需要彻底删除对象，必须在对象列表显示版本的情况下指定版本号进行删除，且删除后不可恢复。如果在对象列表隐藏版本的情况下，则删除对象后，OBS将仅产生一个带唯一版本号的删除标记，而并不实际删除该对象，当有访问该对象的请求时，则提示对象不存在；如果将删除标记删除，可取消对对象的删除。列出桶内对象列表时默认列出最新对象列表，也可以指定列出桶内所有版本对象列表。除删除标记外，每个版本的对象存储在OBS中均需要进行计费。当不需要对桶内对象进行版本控制时，可以暂停多版本控制：旧的版本数据将继续保留在OBS中，您需要手动删除不再需要的旧版本数据。仍可以指定版本号下载对象，不指定版本号默认下载最新的对象。除删除标记外，旧版本的对象存储在OBS中仍需要进行计费。
影响迁移效率的主要因素	专线网络带宽及网络质量。迁移源主机和目的虚拟机的磁盘IO。迁移数据总量大小。源主机和目的主机性能如：CPU、内存等
服务单状态是“待上传AK/SK”是什么意思？	待上传AK是什么意思？当数据中心接收到您邮寄的磁盘，且管理员将磁盘挂载成功后，服务单状态将变为待上传AK。此时需要您登录DESConsole填写AK和加密密钥启动数据上传。
按需付费的弹性云服务器关机后还会计费吗？	不同类型的弹性云服务器，关机后的计费规则不同。具体如下：普通云服务器除密集存储型弹性云服务器之外的其他类型云服务器，我们称之为普通云服务器。对于此类按需付费的弹性云服务器，关机后，基础资源包括vCPU、内存、镜像不计费，但系统盘仍会收取容量对应的费用。如有其他绑定的产品，如云硬盘、弹性IP、带宽等，按各自产品的计费方法包年包月按需付费进行收费，具体请参见产品价格详情密集存储型弹性云服务器对于此类按需付费的弹性云服务器，关机后仍然计费。如果停止计费，需删除弹性云服务器。
什么是软件开发云？	软件开发云华为软件开发云是面向开发者提供的云服务，即开即用，随时随地在云端进行项目管理、配置管理、代码检查、流水线、编译、构建、部署、测试、发布等，让开发者快速而又轻松地开启云端开发之旅。
如何获得OBS服务？	如何获得OBS服务？显示一般性问题如何获得OBS服务？如何获得OBS服务？在云服务网申请成云服务正式用户，在网站申请开通OBS，开通后，使用生成密钥即可直接使用OBS。
关于弹性云服务器上使用第三方软件技术支持的说明	尊敬的华为云客户，您好！为使您在使用弹性云服务器产品时无后顾之忧，华为云为您提供了部分第三方软件的技术支持，不断提升产品相关的服务能力。具体包括如下第三方软件在弹性云服务器上安装、配置和问题排查的建议。服务数据库服务网络安全服务的Iptables的Firewall其他网络服务、Windows远程和路由访问、FTP华为云服务团队向您提供的第三方软件的建议只针对有经验的系统管理员或其他相关IT人员，华为云服务团队不负责上述第三方软件的安装、调试及建议的具体实施。对于上述服务出现的问题我方也并非全部负责解决。为方便您理解，详细说明如下：我们可以协助您排查或提供建议：服务：端口不通、访问报4XX的问题。数据库：远程连接失败、改造监听端口。防火墙：在iptables和Firewall上添加规则、开放端口。网络服务：ssh连接不上、Windows远程连接不上。：无法代理上网的问题。：LinuxDNS的基本配置。需要您自行设置、排查与优化：服务：优化配置、编写伪静态规则、插件调试等。数据库：数据库调优、SQL语句优化等。防火墙：基于iptables构建自动化检测防御工具等。网络服务：SSH传输文件速度优化、SFTP如何限速等。：多个OpenVPN互联等。：LinuxDNS组网规划及配置优化。
服务端问题导致连接失败	服务端可能出现的问题如下，请依次进行检测。连接数满导致连接失败。解决方法：通过CES的资源监控功能查看连接数、CPU使用率等指标是否正常，如果达到上限，需要重启、断开实例连接或扩容节点解决。实例状态异常，比如实例重启卡住，系统故障等。解决方法：尝试重启功能。如果无法解决，请联系售后技术支持。
外表支持的数据格式有什么区别？	外表支持CSV格式文件，或者文本类型的其他格式文件，二者主要不同如下：由记录组成，每条记录被分隔符分隔为字段，且每条记录都有同样的字段序列。可以有效处理数据列中的换行符，但对一些特殊字符处理有欠缺。可以有效处理一些特殊字符，但无法正确处理数据列中的换行符。
为什么消费消息后需要确认？	为了保证消息的可靠性。消息发送和消费过程中的可靠性必须由DMS服务、生产者和消费者协同工作才能保证，只有当消费者确认该消息消费成功后，DMS才认为消息消费成功。在消费者消费消息M期间，消息M仍然停留在队列中，但消息M从被消费开始的30秒内不能被该消费组再次消费，若在这30秒内没有被消费者确认消费完成，则DMS认为消息M未消费成功，将可以被继续消费。说明：只有使用API的时候才需要确认消息，使用Console控制台的时候不需要。
如何预测攻击者下一步攻击手段？	可通过安全态势感知里的攻击者态势分析来预测：攻击者态势界面，单击攻击者ID。查看该攻击者的攻击技能图谱，查看攻击者的惯用攻击手段。通过统计攻击者曾经使用过的攻击手段如DoS攻击、Web攻击、OS漏洞利用、应用漏洞利用、暴力破解，分析对比其在云平台中使用的次数和针对本用户的次数，帮助用户了解攻击者偏好和擅长领域，预测其下一步可能使用的手段和方法。例如图1所示，用户根据技能图谱则可预测：该攻击者接下来很可能使用拒绝服务攻击。图1攻击者技能图谱点击放大
数据仓库使用哪些安全防护？	数据仓库服务使用IAM和VPC来控制用户、集群的网络安全隔离。用户对集群的访问则采用了SSL安全连接和安全算法套件，支持双向数字证书认证。同时在每个集群中对节点的操作系统进行安全加固，仅允许合法地访问操作系统文件，提高数据安全性。
ECS无法连接到RDS实例的原因	遇到该问题，参考以下步骤排查解决。先确认ECS实例和RDS实例是否在同一个VPC。如果在，执行如果不在，需要重新创建ECS实例，使之和RDS实例在同一个VPC下。查看ECS实例是否添加安全组。如果有，检查安全组的配置规则是否满足要求，请参见购买RDSMySQL实例的表格中安全组的描述，然后执行如果没有，从ECS的实例详情页面，进入VPC页面，选择安全组，添加安全组。在弹性云服务器ECS上，测试是否可以正常连接到RDS实例地址的端口。的默认端口为8635。的默认端口为8635。的默认端口为8433。连接地址端口号如果可以通信，说明网络是正常的。如果端口不通，请联系售后技术支持协助排查。
如何获得华为DES服务？	在华为云网站申请成为华为云正式用户，申请成功后即可进入管理控制台开通使用DES。
可以通过创建模板的方式创建实例吗	在创建实例时，不需要使用模板。用户可选择不同实例规格，相当于提前准备好了很多模板，提供给用户创建实例。
是否支持泛解析？	支持。您可以通过使用通配符作为主机名来创建泛解析记录。更多详情，请参见RFC4592。当前公有云平台支持的泛解析记录类型为A、AAAA、MX、CNAME、TXT五种类型的记录集。
用户平时需要关注实例的哪些监控指标	用户需要关注的监控指标有：CPU利用率、内存利用率、磁盘空间利用率。可以根据实际应用场景配置告警提示，当收到告警，可采取相应措施消除告警。配置示例如果在某段时间内如5min，CPU的利用率出现多次如3次不低于某特定值如90的情况，则发出相应CES告警。如果在某段时间内如5min，内存的利用率出现多次如4次不低于某特定值如90的情况，则发出相应CES告警。如果在某段时间内如5min，磁盘的使用率出现多次如5次不低于某特定值如85的情况，则发出相应CES告警。说明：告警详细配置方法，请参见云监控服务用户指南告警规则管理
如何收藏导航栏菜单？	若经常使用某个功能，可参照本章节收藏该功能的菜单。本章节以收藏应用资源管理为例进行说明。说明：系统最多可以显示最近的29个收藏。
